"","Familia","Departamento","Genero","Edad","Parentesco","Estado.civil","Nivel.educativo.alcanzado","Empleo.antes","Rama.actividad","tiempo.en.colombia","Horas.disponibles"
"5175","4900006 - 1","Region cafetera 1","Femenino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"5176","4900006 - 1","Region cafetera 1","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Correo y telecomunicaciones","Entre 1 y 5 años","(39,48]"
"5177","4900006 - 1","Region cafetera 1","Femenino","(26,59]","Otros No parientes","Soltero","Superior o universitaria","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(39,48]"
"5178","4900013 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de productos de metal","Entre 1 y 5 años","(48,130]"
"5179","4900013 - 1","Region cafetera 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"5180","4900013 - 1","Region cafetera 1","Masculino","(18,26]","Otros parientes","Soltero","Básica secundaria","Si","Otras actividades de servicios","Menos de 1 año","(48,130]"
"5181","4900014 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Fabricación de productos de caucho y de plástico","Mas de 5 años","(48,130]"
"5182","4900056 - 1","Region Norte 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(48,130]"
"5183","4900056 - 1","Region Norte 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Servicios sociales y de salud","Entre 1 y 5 años","(39,48]"
"5184","4900056 - 1","Region Norte 1","Femenino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"5185","4900077 - 1","Region Norte 1","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Básica secundaria","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"5186","4900081 - 1","Region Norte 1","Masculino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"5187","4900081 - 1","Region Norte 1","Masculino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(39,48]"
"5188","4900081 - 1","Region Norte 1","Masculino","(26,59]","Otros parientes","Soltero","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(48,130]"
"5189","4900105 - 1","Region Norte 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"5190","4900106 - 1","Region Norte 1","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"5191","4900107 - 1","Region Norte 1","Masculino","(18,26]","Otros No parientes","Soltero","Media (10o -13o)","Si","Transporte por vía terrestre; transporte por tuberías","Mas de 5 años","(39,48]"
"5192","4900108 - 1","Region Norte 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Elaboración de productos alimenticios","Entre 1 y 5 años","(48,130]"
"5193","4900108 - 1","Region Norte 1","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(0,39]"
"5194","4900108 - 1","Region Norte 1","Femenino","(14,18]","Otros parientes","Soltero","Media (10o -13o)","No","Hogares privados con servicio doméstico","Menos de 1 año","(48,130]"
"5195","4900108 - 1","Region Norte 1","Masculino","(18,26]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Fabricación de muebles / industrias manufactureras","Entre 1 y 5 años","(48,130]"
"5196","4900113 - 1","Region Norte 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Elaboración de productos alimenticios","Entre 1 y 5 años","(48,130]"
"5197","4900114 - 1","Region Norte 1","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Media (10o -13o)","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"5198","4900119 - 1","Region Norte 1","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de productos de metal","Entre 1 y 5 años","(39,48]"
"5199","4900119 - 1","Region Norte 1","Masculino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Fabricación de productos de metal","Menos de 1 año","(39,48]"
"5200","4900122 - 1","Region Norte 1","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"5201","4900124 - 1","Region Norte 1","Masculino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"5202","4900124 - 1","Region Norte 1","Masculino","(18,26]","Otros parientes","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"5203","4900124 - 1","Region Norte 1","Masculino","(14,18]","Otros parientes","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"5204","4900130 - 1","Region Norte 1","Masculino","(26,59]","Nucleo familiar","Soltero","Básica secundaria","Si","Construcción","Menos de 1 año","(39,48]"
"5205","4900130 - 1","Region Norte 1","Masculino","(11,14]","Otros parientes","Soltero","Básica secundaria","Si","Fabricación de productos minerales no metálicos","Menos de 1 año","(39,48]"
"5206","4900131 - 1","Region Norte 1","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"5207","4900131 - 1","Region Norte 1","Femenino","(18,26]","Otros parientes","Separado y/o viudo","Básica primaria","Si","Elaboración de productos alimenticios","Menos de 1 año","(39,48]"
"5208","4900131 - 1","Region Norte 1","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Básica primaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"5209","4900131 - 1","Region Norte 1","Femenino","(26,59]","Otros No parientes","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"5210","4900133 - 1","Region Norte 1","Masculino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"5211","4900133 - 1","Region Norte 1","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"5212","4900133 - 1","Region Norte 1","Masculino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(0,39]"
"5213","4900133 - 1","Region Norte 1","Masculino","(14,18]","Otros parientes","Soltero","Media (10o -13o)","Si","Intermediación financiera","Menos de 1 año","(39,48]"
"5214","4900134 - 1","Region Norte 1","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Básica primaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"5215","4900134 - 1","Region Norte 1","Masculino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"5216","4900134 - 1","Region Norte 1","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Básica secundaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]"
"5217","4900136 - 1","Region Norte 1","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Superior o universitaria","Si","Servicios sociales y de salud","Mas de 5 años","(48,130]"
"5218","4900141 - 1","Region Norte 1","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","No","Fabricación de prendas de vestir","Entre 1 y 5 años","(39,48]"
"5219","4900152 - 1","Region Norte 1","Masculino","(26,59]","Otros parientes","Separado y/o viudo","Básica primaria","Si","Comercio al por mayor y al por menor","Mas de 5 años","(48,130]"
"5220","4900263 - 1","Region Central 1","Masculino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Fabricación de prendas de vestir","Menos de 1 año","(39,48]"
"5221","4900263 - 1","Region Central 1","Femenino","(18,26]","Otros parientes","Soltero","Superior o universitaria","Si","Otras actividades empresariales","Menos de 1 año","(48,130]"
"5222","4900271 - 1","Region Central 1","Masculino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Fabricación de productos textiles","Entre 1 y 5 años","(39,48]"
"5223","4900316 - 1","Region Central 1","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"5224","4900316 - 1","Region Central 1","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Mas de 5 años","(48,130]"
"5225","4900358 - 1","Region Central 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"5226","4900358 - 1","Region Central 1","Masculino","(18,26]","Otros No parientes","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"5227","4900358 - 1","Region Central 1","Masculino","(18,26]","Otros No parientes","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"5228","4900366 - 1","Region Central 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Elaboración de productos alimenticios","Entre 1 y 5 años","(48,130]"
"5229","4900376 - 1","Region Central 1","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"5230","4900376 - 1","Region Central 1","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Transporte por vía terrestre; transporte por tuberías","Menos de 1 año","(48,130]"
"5231","4900376 - 1","Region Central 1","Femenino","(14,18]","Nucleo familiar","Soltero","Media (10o -13o)","No","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]"
"5232","4900376 - 2","Region Central 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de sustancias y productos químicos","Menos de 1 año","(48,130]"
"5233","4900376 - 2","Region Central 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(0,39]"
"5234","4900376 - 2","Region Central 1","Masculino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Fabricación de sustancias y productos químicos","Menos de 1 año","(39,48]"
"5235","4900387 - 1","Region Central 1","Masculino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Elaboración de productos alimenticios","Menos de 1 año","(39,48]"
"5236","4900409 - 1","Region Central 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","No","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(48,130]"
"5237","4900409 - 1","Region Central 1","Masculino","(18,26]","Otros No parientes","Separado y/o viudo","Básica secundaria","Si","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(48,130]"
"5238","4900409 - 1","Region Central 1","Masculino","(14,18]","Otros No parientes","Soltero","Básica secundaria","No","Transporte por vía terrestre; transporte por tuberías","Menos de 1 año","(48,130]"
"5239","4900473 - 1","Region Central 1","Masculino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Actividades culturales y deportivas","Entre 1 y 5 años","(39,48]"
"5240","4900527 - 1","Region Norte 2","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Actividades complementarias/auxiliares al transporte","Mas de 5 años","(39,48]"
"5241","4900538 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Ninguno/No_sabe","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"5242","4900554 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"5243","4900554 - 1","Region Norte 2","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"5244","4900556 - 1","Region Norte 2","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Otras actividades empresariales","Entre 1 y 5 años","(0,39]"
"5245","4900556 - 1","Region Norte 2","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"5246","4900590 - 1","Region Norte 2","Masculino","(26,59]","Nucleo familiar","Separado y/o viudo","Básica primaria","Si","Transporte por vía terrestre; transporte por tuberías","Mas de 5 años","(39,48]"
"5247","4900593 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"5248","4900593 - 1","Region Norte 2","Masculino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"5249","4900593 - 1","Region Norte 2","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Actividades de servicios relacionas con la pesca","Entre 1 y 5 años","(39,48]"
"5250","4900593 - 1","Region Norte 2","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(39,48]"
"5251","4900659 - 1","Region Central 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Administración pública y defensa","Mas de 5 años","(39,48]"
"5252","4900715 - 1","Region Cafetera 2","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Fabricación de maquinaria y equipo ncp","Entre 1 y 5 años","(48,130]"
"5253","4900715 - 1","Region Cafetera 2","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]"
"5254","4900742 - 1","Region Cafetera 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"5255","4900742 - 1","Region Cafetera 2","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"5256","4901035 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
